3,1,60,64,0,0.75,2,3
3,1,62,64,0.75,1,4,5
3,1,64,64,1,1.5,6,7
3,1,64,64,1.5,2,8,9
3,1,62,64,2,2.25,10,11
3,1,60,64,2.25,2.5,12,13
3,1,62,64,2.5,2.75,14,15
3,1,64,64,2.75,3,16,17
3,1,60,64,3,3.5,18,19
3,1,60,64,4,4.75,20,21
3,1,62,64,4.75,5,22,23
3,1,64,64,5,5.5,24,25
3,1,64,64,5.5,6,26,27
3,1,62,64,6,6.25,28,29
3,1,60,64,6.25,6.5,30,31
3,1,62,64,6.5,6.75,32,33
3,1,64,64,6.75,7,34,35
3,1,60,64,7,8,36,37
3,1,60,64,8,8.25,38,39
3,1,62,64,8.25,8.5,40,41
3,1,64,64,8.5,8.75,42,43
3,1,65,64,8.75,9,44,45
3,1,67,64,9,9.25,46,47
3,1,67,64,9.25,9.5,48,49
3,1,67,64,9.5,10,50,51
3,1,67,64,12,12.25,52,53
3,1,67,64,12.25,12.5,54,55
3,1,67,64,12.5,13,56,57
3,1,67,64,14,14.5,58,59
3,1,65,64,14.5,15,60,61
3,1,64,64,15,15.5,62,63
3,1,62,64,15.5,16,64,65
3,1,60,64,16,16.75,66,67
3,1,62,64,16.75,17,68,69
3,1,64,64,17,17.5,70,71
3,1,64,64,17.5,18,72,73
3,1,62,64,18,18.25,74,75
3,1,60,64,18.25,18.5,76,77
3,1,62,64,18.5,18.75,78,79
3,1,64,64,18.75,19,80,81
3,1,60,64,19,19.5,82,83
3,1,60,64,20,20.75,84,85
3,1,62,64,20.75,21,86,87
3,1,64,64,21,21.5,88,89
3,1,64,64,21.5,22,90,91
3,1,62,64,22,22.25,92,93
3,1,60,64,22.25,22.5,94,95
3,1,62,64,22.5,22.75,96,97
3,1,64,64,22.75,23,98,99
3,1,60,64,23,24,100,101
